Project_ID,Line_of_Business,Region,Country_Code,Forecast_Cost,Estimated_Sell_Price,Change_Order_Cost,Change_Order_Sell_Price,Final_Cost,Final_Sell_Price,Estimated_Duration_Days,Delays_Days,Final_Duration_Days,Tier,Risks_registered,Risks prevented
PRJ-3493,Service,Europe,FR,2806555,2952661.76,459868.74,622454.72,3266423.74,3575116.47,1821,0,1821,Tier 3,4,0
PRJ-3494,Energy,North America,US,349574,627887.04,8020.03,8500.35,357594.03,636387.4,92,6,98,Tier 4,5,1
PRJ-3495,Install,Africa,EG,662966,936833.4,198589.43,229351.67,861555.43,1166185.07,1439,183,1622,Tier 4,8,1
PRJ-3496,Energy,Europe,FR,3403858,3004100.42,717456.88,756964.65,4121314.88,3761065.08,1318,132,1450,Tier 3,2,1
PRJ-3497,Install,Europe,DE,4786937,7443596.77,285265.34,388303.52,5072202.34,7831900.29,1210,173,1383,Tier 2,6,1
PRJ-3498,Energy,North America,US,4341389,3480139.11,858919.18,1246720.2,5200308.18,4726859.31,1385,192,1577,Tier 2,8,6
PRJ-3499,Install,Africa,ZA,901986,911175.18,116135.74,149718.19,1018121.74,1060893.37,919,41,960,Tier 3,2,1
PRJ-3500,Energy,Europe,FR,365194,548926.33,10494.05,12265.69,375688.05,561192.02,378,47,425,Tier 4,5,4
PRJ-3501,Energy,Oceania,NZ,4424568,7326622.38,658031.01,903645.25,5082599.01,8230267.63,632,46,678,Tier 2,5,2
PRJ-3502,Service,Europe,FR,647714,578694.21,13678.75,17283.77,661392.75,595977.98,1426,209,1635,Tier 4,6,6
PRJ-3503,Install,Oceania,AU,2722515,3590459.25,14480.59,14945.32,2736995.59,3605404.57,235,31,266,Tier 3,3,1
PRJ-3504,Energy,Oceania,AU,1713999,1553047.07,250592.7,358163.74,1964591.7,1911210.81,1426,139,1565,Tier 3,2,2
PRJ-3505,Install,North America,US,217931,273934.53,17681.14,26476.74,235612.14,300411.27,107,17,124,Tier 5,2,1
PRJ-3506,Service,Africa,EG,3446080,2873435.41,53541.64,71084.51,3499621.64,2944519.92,1719,338,2057,Tier 3,0,0
PRJ-3507,Install,Europe,FR,3162512,2878210.32,716019.65,1069444.12,3878531.65,3947654.44,1563,180,1743,Tier 3,10,5
PRJ-3508,Energy,Oceania,NZ,2258589,3109966.25,37907,46975.35,2296496,3156941.59,237,36,273,Tier 3,4,3
PRJ-3509,Service,South America,BR,4636142,2966122.61,617238.4,885570.12,5253380.4,3851692.73,1677,187,1864,Tier 2,1,0
PRJ-3510,Energy,Africa,ZA,4649413,7104855.17,1334517.68,1525308.61,5983930.68,8630163.78,1673,187,1860,Tier 2,9,6
PRJ-3511,Energy,Oceania,AU,2934923,2012165.25,184530.52,211886.94,3119453.52,2224052.19,620,57,677,Tier 3,4,0
PRJ-3512,Energy,North America,MX,2496226,3278323.86,74583.53,94042.79,2570809.53,3372366.65,753,75,828,Tier 3,9,0
PRJ-3513,Service,Asia,CN,293096,275624.88,31294.98,34506.58,324390.98,310131.46,449,29,478,Tier 4,4,3
PRJ-3514,Service,South America,BR,1470129,1542875.11,148478.44,183848.96,1618607.44,1726724.07,1448,170,1618,Tier 3,0,0
PRJ-3515,Energy,Asia,CN,438894,460332.94,56736.09,83168.89,495630.09,543501.82,889,66,955,Tier 4,8,5
PRJ-3516,Service,Europe,FR,400713,449236.88,36223.69,51786.47,436936.69,501023.35,436,6,442,Tier 4,0,0
PRJ-3517,Install,Europe,FR,196628,264486.62,49592.14,51530.74,246220.14,316017.36,250,10,260,Tier 5,9,0
PRJ-3518,Install,Africa,EG,4247513,5948758.25,404576.03,510158.28,4652089.03,6458916.53,1326,18,1344,Tier 3,5,3
PRJ-3519,Install,South America,BR,3616858,4184900.29,665384.36,995211.6,4282242.36,5180111.89,1446,74,1520,Tier 3,2,1
PRJ-3520,Install,Asia,CN,2958605,4012491.8,300833.41,443463.77,3259438.41,4455955.57,427,64,491,Tier 3,3,2
PRJ-3521,Energy,Europe,DE,1197847,1759403.81,54366.72,60237.79,1252213.72,1819641.6,1044,68,1112,Tier 3,10,6
PRJ-3522,Energy,North America,MX,3827372,5180054.2,829227.02,1053043.62,4656599.02,6233097.82,633,79,712,Tier 3,9,3
PRJ-3523,Energy,Africa,EG,2139351,2796662.65,91033.42,129512.75,2230384.42,2926175.4,198,39,237,Tier 3,1,1
PRJ-3524,Service,Africa,EG,1383103,2259336.81,249213.06,270366.61,1632316.06,2529703.42,923,24,947,Tier 3,6,4
PRJ-3525,Energy,South America,BR,889973,927554.15,158603.75,171114.76,1048576.75,1098668.91,565,43,608,Tier 3,8,7
PRJ-3526,Install,Asia,JP,4448061,6613247.51,813434.77,1031196.2,5261495.77,7644443.71,1502,77,1579,Tier 2,3,0
PRJ-3527,Install,Europe,DE,3355066,3425682.1,433896.13,510179.39,3788962.13,3935861.48,974,81,1055,Tier 3,2,1
PRJ-3528,Energy,Asia,JP,2515196,3316376.79,323865.85,483774.1,2839061.85,3800150.89,650,93,743,Tier 3,7,7
PRJ-3529,Energy,South America,AR,2703612,2669739.28,579078.91,829347.94,3282690.91,3499087.22,912,33,945,Tier 3,7,7
PRJ-3530,Energy,Oceania,NZ,3989444,3176867.35,290833.46,388868.84,4280277.46,3565736.18,1026,14,1040,Tier 3,3,3
PRJ-3531,Install,Europe,FR,2010433,1391110.03,145970.52,176288.71,2156403.52,1567398.74,879,79,958,Tier 3,2,2
PRJ-3532,Energy,Europe,FR,2130585,1761160.6,13006.02,13278.05,2143591.02,1774438.65,200,33,233,Tier 3,10,10
PRJ-3533,Install,Asia,JP,2981796,2145936.98,48103.39,64132.08,3029899.39,2210069.06,294,32,326,Tier 3,2,0
PRJ-3534,Energy,South America,BR,2091376,2879713.92,108457.36,144562.67,2199833.36,3024276.58,1772,114,1886,Tier 3,6,2
PRJ-3535,Service,Africa,ZA,1514385,2380642.66,8183.14,10251.5,1522568.14,2390894.17,158,25,183,Tier 3,1,1
PRJ-3536,Service,North America,US,70328,62574.18,9192.57,10540.88,79520.57,73115.07,620,58,678,Tier 5,5,5
PRJ-3537,Energy,Asia,CN,1039581,1089830.56,115697.63,119742.56,1155278.63,1209573.12,999,58,1057,Tier 3,9,6
PRJ-3538,Energy,Africa,ZA,3160782,5317318.02,526946.5,782765.86,3687728.5,6100083.88,1505,51,1556,Tier 3,0,0
PRJ-3539,Install,Africa,ZA,3436101,4342360.81,767875.62,1123463.36,4203976.62,5465824.16,334,51,385,Tier 3,5,4
PRJ-3540,Energy,North America,MX,4614752,4512885.56,1223460.69,1600485.25,5838212.69,6113370.82,1563,238,1801,Tier 2,7,4
PRJ-3541,Install,North America,MX,3434550,2572533.32,870842.86,1068834.55,4305392.86,3641367.87,1455,167,1622,Tier 3,9,3
PRJ-3542,Energy,Asia,CN,2188331,2506512.55,8436.02,11409.11,2196767.02,2517921.66,480,3,483,Tier 3,5,5
PRJ-3543,Service,South America,AR,1285739,1259105.54,277403.7,279677.65,1563142.7,1538783.19,1663,236,1899,Tier 3,2,0
PRJ-3544,Install,Asia,CN,3063895,4202290.09,546763.2,550194.55,3610658.2,4752484.64,687,68,755,Tier 3,4,4
PRJ-3545,Install,Asia,CN,970952,1202441.78,30841.96,36688.21,1001793.96,1239129.99,54,4,58,Tier 3,4,1
PRJ-3546,Install,Oceania,NZ,3818417,6407691.77,366715.75,494006.64,4185132.75,6901698.41,145,21,166,Tier 3,5,4
PRJ-3547,Service,Oceania,NZ,84273,64895.37,21543.54,21719.91,105816.54,86615.28,54,2,56,Tier 5,9,0
PRJ-3548,Install,Europe,FR,73317,68981.95,4035.33,4223.21,77352.33,73205.15,1665,300,1965,Tier 5,9,0
PRJ-3549,Service,Africa,EG,3723025,5994549.61,782579.76,1121211.22,4505604.76,7115760.83,489,79,568,Tier 3,9,6
PRJ-3550,Service,Europe,DE,2461856,3678354.89,726788.33,938596.16,3188644.33,4616951.05,505,93,598,Tier 3,7,0
PRJ-3551,Energy,North America,US,4031886,2609091.79,736351.72,904359.86,4768237.72,3513451.65,485,70,555,Tier 3,0,0
PRJ-3552,Energy,Asia,JP,1139427,1575250.74,189356.65,238611.53,1328783.65,1813862.27,731,57,788,Tier 3,0,0
PRJ-3553,Install,Africa,EG,3537204,5398250.99,936249.13,1389031.4,4473453.13,6787282.39,687,86,773,Tier 3,8,7
PRJ-3554,Install,Asia,JP,1141331,850457.53,333741.76,411763.96,1475072.76,1262221.5,1206,41,1247,Tier 3,4,3
PRJ-3555,Energy,Oceania,NZ,4577562,4459693.97,428763.55,588923.19,5006325.55,5048617.17,777,12,789,Tier 2,9,6
PRJ-3556,Install,Europe,DE,4517526,7737024.35,534953.19,536665.63,5052479.19,8273689.97,1384,84,1468,Tier 2,1,0
PRJ-3557,Service,North America,US,3666270,3295854.47,975674.01,1125341.84,4641944.01,4421196.31,1360,17,1377,Tier 3,6,0
PRJ-3558,Energy,Europe,FR,3990995,5795608.76,598083.36,738791.48,4589078.36,6534400.23,985,93,1078,Tier 3,2,2
PRJ-3559,Install,North America,MX,2034175,3361621.71,134969.34,188829.14,2169144.34,3550450.85,1675,41,1716,Tier 3,7,5
PRJ-3560,Install,Africa,ZA,2241798,2044995.15,324326.74,459189.14,2566124.74,2504184.29,636,94,730,Tier 3,9,9
PRJ-3561,Service,South America,BR,2846789,4060016.14,383101.27,479932.3,3229890.27,4539948.44,1824,59,1883,Tier 3,6,3
PRJ-3562,Install,North America,MX,4441315,5620365.6,1242517.13,1520493.5,5683832.13,7140859.1,1663,249,1912,Tier 2,8,1
PRJ-3563,Install,North America,MX,2648963,1707748.82,257058.47,347135.11,2906021.47,2054883.93,1233,95,1328,Tier 3,4,0
PRJ-3564,Install,South America,BR,1315829,1457361.99,61718.69,66337.18,1377547.69,1523699.16,771,58,829,Tier 3,9,1
PRJ-3565,Service,Europe,FR,255323,424991.17,48697.61,62656.21,304020.61,487647.37,1778,323,2101,Tier 4,5,5
PRJ-3566,Install,Africa,EG,1780298,1482070.52,82130.84,118665.74,1862428.84,1600736.26,1187,225,1412,Tier 3,8,1
PRJ-3567,Service,Oceania,AU,980256,910227.08,37188.89,39957.18,1017444.89,950184.26,505,11,516,Tier 3,10,6
PRJ-3568,Service,South America,AR,1165367,1285259.91,120237.22,132514.85,1285604.22,1417774.77,1082,56,1138,Tier 3,8,0
PRJ-3569,Service,Oceania,AU,442424,731998.94,47732.72,55558.84,490156.72,787557.78,634,27,661,Tier 4,1,1
PRJ-3570,Energy,Asia,JP,920124,1370365.4,249142.72,365425.7,1169266.72,1735791.1,443,38,481,Tier 3,3,1
PRJ-3571,Service,South America,AR,2914489,4028505.27,782673.13,1023802.75,3697162.13,5052308.02,1218,114,1332,Tier 3,1,1
PRJ-3572,Service,North America,MX,646246,838338.5,170656.87,205556.8,816902.87,1043895.3,1305,228,1533,Tier 4,0,0
PRJ-3573,Service,North America,US,956443,798395.47,68575.65,79807.31,1025018.65,878202.78,261,40,301,Tier 3,8,5
PRJ-3574,Install,South America,BR,4202623,3676278.97,963636.67,1120356.95,5166259.67,4796635.92,1637,24,1661,Tier 2,5,1
PRJ-3575,Install,Asia,JP,2650954,2721621.39,24825.47,28486.62,2675779.47,2750108.01,1613,109,1722,Tier 3,0,0
PRJ-3576,Install,Oceania,NZ,3191527,5702738.09,445139.57,520546.96,3636666.57,6223285.05,463,71,534,Tier 3,2,0
PRJ-3577,Install,South America,BR,3592122,2285018.93,834980.89,1050292.69,4427102.89,3335311.61,401,44,445,Tier 3,1,1
PRJ-3578,Service,South America,AR,1784614,2616934.06,508676.48,561280.49,2293290.48,3178214.55,1099,128,1227,Tier 3,3,1
PRJ-3579,Service,Africa,EG,1922132,2600870.68,143229.13,185901.12,2065361.13,2786771.8,1608,54,1662,Tier 3,5,2
PRJ-3580,Service,South America,AR,817247,1113448.47,13389.1,16778.56,830636.1,1130227.03,1484,81,1565,Tier 4,6,0
PRJ-3581,Energy,North America,MX,1617392,1622876.61,452045,651864.54,2069437,2274741.15,704,22,726,Tier 3,2,0
PRJ-3582,Install,Oceania,NZ,2352658,3466385.83,296903.15,366698.41,2649561.15,3833084.24,1312,47,1359,Tier 3,3,1
PRJ-3583,Install,Africa,ZA,59355,46778.59,1408.81,2023.88,60763.81,48802.48,558,87,645,Tier 5,0,0
PRJ-3584,Service,South America,BR,4531502,5860563.46,1278766.32,1607364.81,5810268.32,7467928.27,206,32,238,Tier 2,2,2
PRJ-3585,Energy,South America,AR,1626674,2904274.39,452627.14,465488.96,2079301.14,3369763.34,326,8,334,Tier 3,6,3
PRJ-3586,Energy,North America,MX,2344025,3692135.33,603065.34,724581.18,2947090.34,4416716.51,57,2,59,Tier 3,7,7
PRJ-3587,Install,Asia,JP,4022289,3614945.34,350678.61,386439.92,4372967.61,4001385.26,1484,165,1649,Tier 3,6,2
PRJ-3588,Energy,South America,BR,1782805,1909306.58,128749.82,174922.15,1911554.82,2084228.73,1354,170,1524,Tier 3,5,0
PRJ-3589,Install,Africa,EG,3527926,3361202.51,521339.27,599012.56,4049265.27,3960215.07,1357,207,1564,Tier 3,2,2
PRJ-3590,Service,North America,US,250765,185948.23,12269.51,14669.98,263034.51,200618.2,370,22,392,Tier 4,2,1
PRJ-3591,Service,Oceania,AU,3242990,3237606.89,880188.64,916837.68,4123178.64,4154444.57,1174,124,1298,Tier 3,1,0
PRJ-3592,Energy,South America,BR,1888945,2008642.87,315515.02,459780.95,2204460.02,2468423.82,1363,206,1569,Tier 3,4,4
PRJ-3593,Energy,Europe,FR,1155593,971806.09,153386.67,162132.34,1308979.67,1133938.43,71,11,82,Tier 3,4,3
PRJ-3594,Service,North America,US,2864561,2870556.44,338740.19,499460.94,3203301.19,3370017.38,547,23,570,Tier 3,9,7
PRJ-3595,Service,North America,US,1195675,1962103.1,230414.71,263638.26,1426089.71,2225741.36,385,27,412,Tier 3,9,4
PRJ-3596,Energy,South America,AR,1736234,2661451.68,351232.37,432807.56,2087466.37,3094259.24,1248,106,1354,Tier 3,9,1
PRJ-3597,Energy,North America,US,867976,560667.68,147782.48,153496.8,1015758.48,714164.48,1579,161,1740,Tier 3,2,2
PRJ-3598,Service,North America,MX,899766,1008414.3,247450.35,308974.72,1147216.35,1317389.02,1813,295,2108,Tier 3,4,0
PRJ-3599,Service,Europe,DE,1225693,1360914,137030.12,141473.31,1362723.12,1502387.31,777,0,777,Tier 3,9,0
PRJ-3600,Install,North America,US,555992,478930.4,101525.77,150751.34,657517.77,629681.74,743,27,770,Tier 4,8,6
PRJ-3601,Service,Europe,FR,2505110,2285176.95,8077.23,9874.77,2513187.23,2295051.72,919,22,941,Tier 3,10,1
PRJ-3602,Energy,Africa,EG,4853016,6065310.54,976775.54,1012541.46,5829791.54,7077852.01,840,9,849,Tier 2,3,2
PRJ-3603,Install,North America,US,3520206,4000874.15,384977.27,519003.56,3905183.27,4519877.71,1549,15,1564,Tier 3,4,2
PRJ-3604,Energy,Africa,ZA,2559380,3856213.02,679246.14,948068.71,3238626.14,4804281.73,461,22,483,Tier 3,4,1
PRJ-3605,Service,Africa,EG,3902045,2950158.93,413969.17,520082.71,4316014.17,3470241.64,1700,131,1831,Tier 3,10,10
PRJ-3606,Service,Europe,DE,4690760,4318145.6,1133236.49,1197031.42,5823996.49,5515177.02,1780,131,1911,Tier 2,4,3
PRJ-3607,Service,Africa,ZA,2431810,4152113.23,554417.24,646462.54,2986227.24,4798575.78,786,46,832,Tier 3,7,6
PRJ-3608,Service,Europe,DE,4383979,7043463.17,753876.57,1069435.02,5137855.57,8112898.19,645,2,647,Tier 2,3,0
PRJ-3609,Energy,Oceania,NZ,1289713,1796437.8,136739.22,149758.6,1426452.22,1946196.4,218,18,236,Tier 3,4,0
PRJ-3610,Service,South America,BR,4592572,7525123.92,1218883.83,1376288.63,5811455.83,8901412.55,318,10,328,Tier 2,2,1
PRJ-3611,Install,Africa,EG,1919440,2858006.72,217308.95,312162.57,2136748.95,3170169.28,607,7,614,Tier 3,6,3
PRJ-3612,Service,North America,US,601430,1009445.19,83148.3,89014.07,684578.3,1098459.25,772,33,805,Tier 4,10,5
PRJ-3613,Install,Asia,CN,2938329,2490997.03,146530.58,167738.39,3084859.58,2658735.41,110,21,131,Tier 3,9,1
PRJ-3614,Install,Europe,FR,3402022,3917927.08,69779.75,102376.93,3471801.75,4020304,778,153,931,Tier 3,5,3
PRJ-3615,Energy,Oceania,NZ,567072,710781.88,18257.58,24260.16,585329.58,735042.05,1182,44,1226,Tier 4,6,4
PRJ-3616,Install,Europe,DE,2847818,4357208.98,833521.89,1011200.76,3681339.89,5368409.74,234,12,246,Tier 3,7,5
PRJ-3617,Energy,Asia,JP,4340355,6368129.35,189850.9,233754.45,4530205.9,6601883.81,878,13,891,Tier 3,1,0
PRJ-3618,Energy,Asia,CN,4908721,4704013.67,1258616.25,1481217.53,6167337.25,6185231.19,1725,202,1927,Tier 2,10,1
PRJ-3619,Install,Oceania,NZ,1184566,1386396.24,248581.8,268203.97,1433147.8,1654600.21,525,76,601,Tier 3,9,4
PRJ-3620,Install,Europe,DE,2694778,4454748.94,563878.56,764294.4,3258656.56,5219043.34,708,106,814,Tier 3,8,0
PRJ-3621,Energy,North America,MX,3192038,2520215.59,387004.62,404298.28,3579042.62,2924513.87,793,125,918,Tier 3,2,1
PRJ-3622,Energy,North America,US,659805,550234.13,36203,36857.29,696008,587091.42,1365,259,1624,Tier 4,5,5
PRJ-3623,Install,South America,AR,4443298,5821386.01,249349.69,347609.52,4692647.69,6168995.53,1335,50,1385,Tier 3,6,0
PRJ-3624,Service,South America,AR,673063,1171915.38,13879.89,17654.62,686942.89,1189570,119,5,124,Tier 4,3,1
PRJ-3625,Install,Africa,EG,3630279,2403045.33,271248.64,306715.17,3901527.64,2709760.5,983,172,1155,Tier 3,3,1
PRJ-3626,Service,Europe,DE,4577331,5289572.7,159685.8,212594.93,4737016.8,5502167.63,239,25,264,Tier 3,10,4
PRJ-3627,Energy,Africa,ZA,2790087,4161281.36,29189.09,43617.83,2819276.09,4204899.19,1697,298,1995,Tier 3,3,0
PRJ-3628,Energy,Africa,EG,4161793,3107661.74,903985.18,1258688.98,5065778.18,4366350.72,371,56,427,Tier 2,7,5
PRJ-3629,Service,Asia,CN,4423264,4288021.36,1320579.61,1482712.77,5743843.61,5770734.13,1770,70,1840,Tier 2,5,4
PRJ-3630,Install,Oceania,NZ,3708426,2612014.85,1038177.26,1307412.07,4746603.26,3919426.92,1177,206,1383,Tier 3,2,0
PRJ-3631,Install,Asia,JP,977868,851896.44,173938.61,209144.81,1151806.61,1061041.25,1802,107,1909,Tier 3,6,1
PRJ-3632,Energy,South America,AR,2522271,1612084.75,329764.87,403107.26,2852035.87,2015192.01,421,13,434,Tier 3,2,2
PRJ-3633,Service,Asia,CN,774805,1227753,125150.36,168601.34,899955.36,1396354.34,540,81,621,Tier 4,1,0
PRJ-3634,Install,Asia,CN,4590042,3833137.79,818645.8,1095359.85,5408687.8,4928497.64,1239,141,1380,Tier 2,3,3
PRJ-3635,Energy,Africa,EG,859997,862286.23,38354.28,45274.73,898351.28,907560.97,1231,158,1389,Tier 4,6,3
PRJ-3636,Service,Europe,FR,240963,261357.11,40276.38,42130.48,281239.38,303487.59,859,8,867,Tier 4,8,0
PRJ-3637,Energy,Asia,CN,3535924,2167073.86,713451.77,880644.13,4249375.77,3047717.99,187,3,190,Tier 3,7,1
PRJ-3638,Install,North America,US,1985385,3198098.32,395679.15,504141.38,2381064.15,3702239.7,1458,7,1465,Tier 3,6,1
PRJ-3639,Energy,Europe,DE,351212,560607.4,103692.73,149077.34,454904.73,709684.75,1712,124,1836,Tier 4,6,4
PRJ-3640,Install,North America,US,2138134,1645528.53,377151.98,503997.21,2515285.98,2149525.75,546,65,611,Tier 3,4,2
PRJ-3641,Service,Europe,FR,4739793,3601366.6,1270631.1,1793368.41,6010424.1,5394735.01,1810,324,2134,Tier 2,0,0
PRJ-3642,Service,Europe,DE,4078029,3018695.18,1220620.38,1257424.45,5298649.38,4276119.63,633,9,642,Tier 2,5,2
PRJ-3643,Install,South America,AR,2896497,3445143.05,630185.86,885228.09,3526682.86,4330371.14,1271,55,1326,Tier 3,9,9
PRJ-3644,Install,South America,BR,756643,1146084.81,148799.71,154950.57,905442.71,1301035.37,1508,135,1643,Tier 4,2,0
PRJ-3645,Install,South America,BR,4220307,4543353.13,679719.92,728533.63,4900026.92,5271886.76,163,6,169,Tier 3,8,1
PRJ-3646,Energy,Europe,FR,993024,642586.71,23633.76,29899.59,1016657.76,672486.3,346,12,358,Tier 3,7,0
PRJ-3647,Energy,Africa,ZA,1162819,1892355.88,25513.58,35792.07,1188332.58,1928147.95,302,5,307,Tier 3,8,7
PRJ-3648,Install,North America,US,3239758,4672453.28,836445.64,936933.17,4076203.64,5609386.45,1214,81,1295,Tier 3,5,3
PRJ-3649,Energy,North America,US,82698,85500.5,9295.69,11960.92,91993.69,97461.42,1415,50,1465,Tier 5,1,0
PRJ-3650,Energy,Oceania,AU,4297562,5950888.86,223553.21,279740.57,4521115.21,6230629.44,1424,184,1608,Tier 3,7,4
PRJ-3651,Energy,South America,BR,496453,391081.52,90846.48,119671.6,587299.48,510753.12,926,7,933,Tier 4,9,6
PRJ-3652,Energy,Europe,DE,4878824,7885228.62,1258182.92,1576068.46,6137006.92,9461297.08,37,1,38,Tier 2,0,0
PRJ-3653,Energy,Oceania,NZ,1134455,785326.43,286831.79,297144.75,1421286.79,1082471.19,1809,27,1836,Tier 3,8,3
PRJ-3654,Energy,Asia,JP,159871,145378.97,9611.83,10755.24,169482.83,156134.2,59,1,60,Tier 5,9,2
PRJ-3655,Install,Europe,FR,1834805,2025527.39,395097.56,534708.89,2229902.56,2560236.29,86,15,101,Tier 3,8,3
PRJ-3656,Install,Africa,EG,4750480,5831458.48,1420382.29,1988390.11,6170862.29,7819848.59,94,4,98,Tier 2,2,1
PRJ-3657,Service,Africa,EG,4054867,3939790.56,714600.94,743848.18,4769467.94,4683638.74,1660,3,1663,Tier 3,9,2
PRJ-3658,Install,Europe,FR,2500004,2552880.3,210723.83,230515.83,2710727.83,2783396.14,1183,105,1288,Tier 3,4,4
PRJ-3659,Energy,Africa,ZA,108186,179222.92,32357.09,44654.37,140543.09,223877.29,1730,39,1769,Tier 5,10,7
PRJ-3660,Install,North America,US,3301575,3024604,611648.17,836191.45,3913223.17,3860795.45,797,39,836,Tier 3,10,8
PRJ-3661,Energy,Europe,DE,2779583,3410291.26,496750,726813.95,3276333,4137105.21,1633,316,1949,Tier 3,5,1
PRJ-3662,Service,Africa,EG,1166057,924468.11,57417.58,66715.93,1223474.58,991184.03,1043,30,1073,Tier 3,5,3
PRJ-3663,Energy,Oceania,AU,4159878,7472155.19,133746.35,198089.77,4293624.35,7670244.96,1004,182,1186,Tier 3,1,0
PRJ-3664,Install,South America,BR,1781358,2495075.02,184422.88,190950.41,1965780.88,2686025.43,243,0,243,Tier 3,6,2
PRJ-3665,Install,Oceania,AU,2111486,3588798.02,361516.45,458150.56,2473002.45,4046948.58,546,101,647,Tier 3,9,5
PRJ-3666,Service,Oceania,AU,4757190,5072446.27,662813.45,856765.84,5420003.45,5929212.11,306,49,355,Tier 2,5,2
PRJ-3667,Install,Africa,EG,785389,1364463.3,186573.32,207138.68,971962.32,1571601.97,925,86,1011,Tier 4,6,1
PRJ-3668,Service,North America,US,1680218,2565895.01,194747.67,245344.36,1874965.67,2811239.37,1077,182,1259,Tier 3,10,4
PRJ-3669,Energy,North America,MX,2297222,1689604.73,66585.77,88823.64,2363807.77,1778428.37,1601,172,1773,Tier 3,8,6
PRJ-3670,Energy,Europe,FR,138319,180138.83,8481.5,10127.12,146800.5,190265.94,1788,72,1860,Tier 5,9,6
PRJ-3671,Service,Oceania,AU,2557409,2760343.92,40045.07,58619.86,2597454.07,2818963.78,1183,63,1246,Tier 3,1,1
PRJ-3672,Energy,Europe,FR,84843,83926.45,19900.31,22982.46,104743.31,106908.91,556,12,568,Tier 5,9,0
PRJ-3673,Energy,Africa,ZA,677580,571630.06,151483.96,162170.64,829063.96,733800.69,354,57,411,Tier 4,3,1
PRJ-3674,Energy,North America,MX,4648755,8302448.57,1171423.1,1232009.49,5820178.1,9534458.05,496,74,570,Tier 2,5,3
PRJ-3675,Energy,North America,US,2681620,2177460.56,224273.97,304832.08,2905893.97,2482292.64,1808,66,1874,Tier 3,4,1
PRJ-3676,Energy,North America,MX,1960936,2180947.27,191772.44,218597.61,2152708.44,2399544.89,25,1,26,Tier 3,10,1
PRJ-3677,Install,Asia,JP,4655200,6484479.68,894081.99,1101912.13,5549281.99,7586391.81,568,0,568,Tier 2,4,4
PRJ-3678,Service,North America,US,4833670,6438377.27,594439.74,873908.67,5428109.74,7312285.94,906,49,955,Tier 2,1,0
PRJ-3679,Service,Oceania,NZ,2771311,2066556.49,618496.61,713335.11,3389807.61,2779891.59,1706,162,1868,Tier 3,7,1
PRJ-3680,Install,North America,US,896425,1319955.19,75353.42,107524.88,971778.42,1427480.07,1127,23,1150,Tier 4,8,6
PRJ-3681,Service,South America,AR,2948705,2742504.85,504146.97,734836.23,3452851.97,3477341.07,1670,247,1917,Tier 3,5,2
PRJ-3682,Energy,Africa,EG,2621457,2365362.95,312394.13,323214.93,2933851.13,2688577.88,1224,219,1443,Tier 3,5,3
PRJ-3683,Install,Asia,JP,1218858,1939707.44,216591.91,303206.7,1435449.91,2242914.14,384,46,430,Tier 3,8,1
PRJ-3684,Install,Asia,JP,1247020,852306.33,170134.69,191803.99,1417154.69,1044110.32,43,2,45,Tier 3,8,8
PRJ-3685,Energy,Asia,JP,2632680,4619474.08,537431.73,697383.33,3170111.73,5316857.4,771,142,913,Tier 3,1,0
PRJ-3686,Install,Oceania,AU,3342550,2603818.7,474409.1,565332.85,3816959.1,3169151.55,180,21,201,Tier 3,6,0
PRJ-3687,Install,North America,US,4810637,3851028.04,711110.76,1047278.49,5521747.76,4898306.53,1424,13,1437,Tier 2,9,1
PRJ-3688,Energy,Asia,CN,1199091,1272721.52,187867.83,262422.98,1386958.83,1535144.5,801,101,902,Tier 3,2,2
PRJ-3689,Service,Africa,ZA,3365101,2856675.41,226842.01,274788.64,3591943.01,3131464.05,46,8,54,Tier 3,0,0
PRJ-3690,Energy,South America,BR,2928137,2153208.72,831277.37,905458.17,3759414.37,3058666.89,1077,196,1273,Tier 3,7,7
PRJ-3691,Energy,South America,AR,637325,1049922.79,148256.7,181595.31,785581.7,1231518.1,1315,244,1559,Tier 4,2,0
PRJ-3692,Energy,South America,AR,503824,571519.94,92173.07,103080.68,595997.07,674600.63,269,32,301,Tier 4,4,2
PRJ-3693,Install,Africa,EG,117075,179535.64,10827.74,11160.79,127902.74,190696.43,1404,14,1418,Tier 5,4,3
PRJ-3694,Install,Asia,JP,3198776,3334964.14,460221.76,665724.25,3658997.76,4000688.4,849,0,849,Tier 3,9,6
PRJ-3695,Service,Africa,EG,1869645,2912204.93,477059.84,546648.64,2346704.84,3458853.57,835,51,886,Tier 3,8,2
PRJ-3696,Service,North America,US,3390855,4631717.45,951708,1208683.51,4342563,5840400.96,563,69,632,Tier 3,10,0
PRJ-3697,Energy,North America,US,3114306,4601744.48,772610.12,1047133.01,3886916.12,5648877.49,1621,292,1913,Tier 3,10,4
PRJ-3698,Service,Asia,CN,4074445,4026732.09,83484.08,93467.79,4157929.08,4120199.88,1172,50,1222,Tier 3,9,1
PRJ-3699,Energy,Europe,DE,2224159,3123161.44,266813.36,269604.78,2490972.36,3392766.21,173,23,196,Tier 3,10,0
PRJ-3700,Energy,South America,BR,2765810,2724991.19,400887.86,427844.98,3166697.86,3152836.17,1076,89,1165,Tier 3,8,6
PRJ-3701,Energy,Europe,DE,2782330,1873414.12,350332.26,522234.72,3132662.26,2395648.83,773,145,918,Tier 3,6,6
